pg_name,location,room_amenities,common_amenities,food_facility,available_from,posted_on,parking,occupancy,rent,deposit
PG for Girls in Uppal,Uppal,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'power backup', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-17,Bike,four,5000,11
PG for Boys in Uppal,Uppal,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)', 'television']","['cctv', 'fridge', 'housekeeping', 'power backup', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-18,Bike,four,4500,10000
PG for Boys in Somajiguda,Somajiguda,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'power backup', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-14,Bike,four,5500,1000
PG for Boys in Somajiguda,Somajiguda,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'power backup', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-15,Bike,four,5800,1
PG for Girls in Somajiguda,Somajiguda,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'power backup', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2024-05-08,Bike,four,6000,3000
PG for Girls in Somajiguda,Somajiguda,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)', 'television']","['cctv', 'fridge', 'housekeeping', 'power backup', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-07-03,Bike,four,8000,1
PG for Girls in Somajiguda,Somajiguda,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'power backup', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-08,Bike,four,6500,3000
PG for Boys in Somajiguda,Somajiguda,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)', 'television']","['cctv', 'fridge', 'housekeeping', 'power backup', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-14,Bike,four,6500,6500
PG for Girls in Somajiguda,Somajiguda,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'power backup', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-12,Bike,four,5500,1000
PG for Boys in Somajiguda,Somajiguda,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)', 'television']","['cctv', 'fridge', 'housekeeping', 'power backup', 'washing machine', 'water purifier', 'wifi']",Not Available,2025-07-23,2025-05-31,Bike,single,18000,36000
PG for Girls in Somajiguda,Somajiguda,"['ac', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)', 'television']","['cctv', 'fridge', 'guardian/security', 'housekeeping', 'laundry', 'lift', 'room cleaning', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-07-07,Bike and Car,three,11000,2000
PG for Girls in Somajiguda,Somajiguda,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)', 'television']","['cctv', 'fridge', 'housekeeping', 'laundry', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-07-07,Bike and Car,four,8000,2000
PG for Girls in Somajiguda,Somajiguda,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'laundry', 'tv', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-07-07,Bike and Car,four,6500,2000
PG for Boys in Somajiguda,Somajiguda,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)', 'television']","['cctv', 'fridge', 'housekeeping', 'power backup', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-07-04,Bike,double,11000,11000
PG for Boys in Somajiguda,Somajiguda,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser (seasonal)', 'light', 'mattress (foam/cotton)']","['cctv', 'dining area', 'fridge', 'housekeeping', 'lift', 'power backup', 'ro water purifier', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-07-04,Bike,three,8000,8000
PG for Girls in Somajiguda,Somajiguda,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'dining area', 'fridge', 'housekeeping', 'lift', 'power backup', 'ro water purifier', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-24,Bike and Car,three,6500,2000
PG for Girls in Somajiguda,Somajiguda,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'guardian', 'housekeeping', 'laundry', 'lift', 'mess', 'power backup', 'room cleaning', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-24,Bike and Car,four,5500,2000
PG for Girls in Somajiguda,Somajiguda,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'guardian', 'housekeeping', 'laundry', 'lift', 'mess', 'power backup', 'room cleaning', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-07-06,Bike and Car,three,6000,3000
PG for Girls in Somajiguda,Somajiguda,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'power backup', 'tv', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-07-06,Bike and Car,four,5500,2000
PG for Boys in Somajiguda,Somajiguda,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)']","['cctv', 'dining area', 'fridge', 'housekeeping', 'power backup', 'ro water purifier', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-03,Bike,four,7000,1500
PG for Boys in Somajiguda,Somajiguda,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)', 'television']","['cctv', 'dining area', 'fridge', 'housekeeping', 'power backup', 'ro water purifier', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-07-07,Bike,single,8000,1000
PG for Boys in Somajiguda,Somajiguda,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'television']","['cctv', 'dining area', 'fridge', 'housekeeping', 'laundry', 'power backup', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-07-07,Bike,double,7500,3000
PG for Boys in Somajiguda,Somajiguda,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)']","['cctv', 'dining area', 'fridge', 'housekeeping', 'power backup', 'ro water purifier', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-07-07,Bike,three,6000,2000
PG for Boys in Somajiguda,Somajiguda,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)']","['cctv', 'dining area', 'fridge', 'housekeeping', 'power backup', 'ro water purifier', 'tv', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-07-07,Bike,four,6000,3000
PG for Boys in Somajiguda,Somajiguda,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)', 'television']","['cctv', 'dining area', 'fridge', 'housekeeping', 'power backup', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-07-06,Bike,double,6000,1000
PG for Boys in Somajiguda,Somajiguda,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)']","['cctv', 'dining area', 'fridge', 'housekeeping', 'power backup', 'ro water purifier', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-07-06,Bike,three,5500,1000
PG for Boys in Somajiguda,Somajiguda,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)']","['cctv', 'dining area', 'fridge', 'housekeeping', 'power backup', 'ro water purifier', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-07-06,Bike,four,5000,1000
PG for Boys in Banjara Hills,Banjara Hills,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)', 'television']","['cctv', 'cctv surveillance', 'fridge', 'gated community', 'house?keeper', 'housekeeping', 'power backup', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-15,Bike,three,8000,2000
PG for Boys in Banjara Hills,Banjara Hills,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)', 'television']","['cctv', 'fridge', 'housekeeping', 'power backup', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-06,Bike and Car,single,26000,26000
PG for Boys in Banjara Hills,Banjara Hills,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)', 'television']","['cctv', 'cctv surveillance', 'fridge', 'gated community', 'housekeeping', 'power backup', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-06,Bike and Car,double,9500,9500
PG for Boys in Banjara Hills,Banjara Hills,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)', 'safety locker', 'study table & chair']","['100% power backup (ups/genset)', '24×7 security with cctv', 'cctv', 'common kitchen', 'daily housekeeping & laundry', 'dinner)', 'fitness centre & pool (select properties)', 'fridge', 'high-speed wi?fi & tv access', 'housekeeping', 'lunch', 'recreation/lounge area', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-06,Bike and Car,three,8500,8500
PG for Boys in Banjara Hills,Banjara Hills,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)', 'study table & chair']","['100% power backup (ups/genset)', '24×7 security with cctv & warden', 'cctv', 'common kitchen', 'daily housekeeping & laundry service', 'fridge', 'high-speed wi?fi & tv', 'housekeeping', 'recreation/lounge area (tv/movie hall)', 'swimming pool & fitness room', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-05-25,Bike,four,6500,1000
PG for Girls in Banjara Hills,Banjara Hills,"['ac', 'bed (cot/frame)', 'charging points', 'cupboard', 'curtains', 'fan', 'light', 'mattress (foam/cotton)', 'safety locker', 'study table & chair']","['cctv', 'cctv security & gated community', 'common lounge/recreation area', 'cooking gas & modular kitchen', 'daily housekeeping', 'free wi?fi', 'fridge', 'housekeeping', 'power backup', 'regular water supply', 'trash disposal', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-15,Bike,three,8000,2000
PG for Girls in Banjara Hills,Banjara Hills,"['ac', 'bed (cot/frame)', 'charging points', 'cupboard', 'curtains', 'fan', 'light', 'mattress (foam/cotton)', 'safety locker', 'study table & chair']","['100% power backup (ups/genset)', 'cctv', 'cctv security & gated access', 'daily housekeeping & laundry service', 'dinner', 'free high-speed wi?fi', 'fridge', 'housekeeping', 'lunch', 'tv', 'washing machine', 'water purifier', 'water supply 24×7', 'wifi']",All Meals,2025-07-23,2025-06-28,Bike,three,6500,1
"PG for Anyone in 46a, Lane No. 12, Venkateswara Colony, Banj",Banjara Hills,"['ac', 'bed (cot/frame)', 'charging points', 'cupboard', 'curtains', 'fan', 'light', 'mattress (foam/cotton)', 'safety locker', 'study table & chair']","['100% power backup (ups/genset)', 'app-based assistance/customer support', 'cctv', 'cctv security & gated access', 'common lounge/recreation area', 'common modular kitchen with cooking gas', 'daily housekeeping & laundry service', 'fridge', 'high-speed wi?fi', 'housekeeping', 'lunch', 'microwave', 'round-the-clock water supply', 'washing machine', 'water purifier', 'wifi']",Not Available,2025-07-23,2024-05-11,Bike,single,28000,15000
"PG for Anyone in 46a, Lane No. 12, Venkateswara Colony, Banj",Banjara Hills,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)', 'study table & chair']","['24×7 security with cctv', 'air conditioner (shared or in room)', 'cctv', 'common lounge with tv', 'cupboard/locker', 'fridge', 'high-speed wi?fi', 'housekeeping', 'lift', 'mattress', 'power backup', 'room cleaning', 'tv', 'tv (common area)', 'washing machine', 'water purifier', 'wifi']",Not Available,2025-07-23,2024-05-11,Bike,double,40000,15000
PG for Boys in Banjara Hills,Banjara Hills,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'curtains', 'fan', 'geyser', 'light', 'mattress (foam/cotton)', 'study table & chair']","['24×7 security with cctv', 'air conditioning', 'cctv', 'common lounge with tv', 'cupboard/locker', 'daily room cleaning', 'fridge', 'high-speed wi?fi', 'housekeeping', 'lift', 'mattress', 'power backup (ups/generator)', 'tv', 'tv (common area)', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-07-06,Bike,single,11000,1000
PG for Boys in Banjara Hills,Banjara Hills,"['ac', 'bed (cot/frame)', 'charging points', 'cupboard', 'curtains', 'fan', 'light', 'mattress (foam/cotton)', 'study table & chair']","['24×7 security with cctv', 'cctv', 'common tv lounge', 'daily housekeeping', 'dinner)', 'fridge', 'high-speed wi?fi', 'housekeeping', 'in-house mess', 'lift', 'lunch', 'power backup (ups/generator)', 'recreation area', 'tv', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-07-06,Bike,double,8500,1000
PG for Boys in Banjara Hills,Banjara Hills,"['ac', 'bed (cot/frame)', 'charging points', 'curtains', 'fan', 'light', 'mattress (foam/cotton)', 'shared cupboard', 'study table & chair']","['24×7 security with cctv', 'cctv', 'common tv lounge', 'daily housekeeping', 'dinner)', 'fridge', 'high-speed wi?fi', 'housekeeping', 'in-house mess', 'lift', 'lunch', 'power backup (ups/generator)', 'recreation area', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-07-06,Bike,three,7500,1000
PG for Boys in Banjara Hills,Banjara Hills,"['bed (cot/frame)', 'charging points', 'curtains', 'fan', 'light', 'mattress (foam/cotton)', 'shared cupboard', 'study table & chair']","['24×7 security with cctv', 'cctv', 'common tv lounge', 'daily housekeeping', 'dinner)', 'filtered drinking water', 'fridge', 'high-speed wi?fi', 'housekeeping', 'in-house mess', 'lift', 'lunch', 'power backup (ups/generator)', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-07-06,Bike,four,6500,1000
PG for Anyone in Banjara Hills,Banjara Hills,"['ac', 'bed (cot/frame)', 'charging points', 'curtains', 'fan', 'light', 'mattress (foam/cotton)', 'shared cupboard', 'study table & chair']","['24×7 security with cctv & gated entry', 'cctv', 'common tv lounge', 'daily housekeeping & laundry service', 'filtered drinking water', 'fridge', 'high-speed wi?fi', 'housekeeping', 'lift access', 'power backup (ups/generators)', 'washing machine', 'water purifier', 'wifi']",Not Available,2025-07-23,2025-06-10,Bike,double,13000,20000
PG for Girls in Banjara Hills,Banjara Hills,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'curtains', 'fan', 'geyser', 'light', 'mattress (foam/cotton)', 'study table & chair']","['24×7 security with cctv', '24×7 water', 'cctv', 'daily housekeeping', 'filtered drinking water', 'fridge', 'housekeeping', 'mattress', 'power backup', 'washing machine', 'water purifier', 'wifi']",Not Available,2025-07-23,2025-06-22,Bike,double,10000,5000
